,combination,driver,cost,unique_coverage,value,unique_courses
4734,279,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4728,279,Bowser (Santa),2,16,0.125,"{'DS Waluigi Pinball T', 'N64 Royal Raceway', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain', ""GBA Bowser's Castle 2R""}"
4731,279,Baby Peach (Cherub),2,8,0.25,"{'SNES Rainbow Road R/T', 'SNES Choco Island 1T', 'SNES Rainbow Road R', 'GCN Yoshi Circuit R/T', 'DS DK Pass T', 'SNES Choco Island 1', 'SNES Donut Plains 1R', 'SNES Choco Island 1R'}"
4727,279,Baby Mario (Koala),2,6,0.3333333333333333,"{'GCN Dino Dino Jungle R', ""3DS Rosalina's Ice World T"", 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'RMX Choco Island 1T', 'MKT Ninja Hideaway R/T'}"
4729,279,Lakitu (Party Time),2,6,0.3333333333333333,"{'SNES Mario Circuit 3R', 'RMX Rainbow Road 1R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 1T', 'DS Waluigi Pinball R', ""3DS Rosalina's Ice World R""}"
4736,279,Luigi (Lederhosen),2,6,0.3333333333333333,"{'N64 Kalimari Desert R', '3DS Mario Circuit R/T', 'DS Airship Fortress', 'DS Airship Fortress T', 'RMX Vanilla Lake 1T', 'SNES Mario Circuit 1T'}"
4738,279,Green Shy Guy,2,6,0.3333333333333333,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R', 'GCN Dino Dino Jungle T', 'Wii Maple Treeway R'}"
4741,279,Pauline (Party Time),2,6,0.3333333333333333,"{""GBA Bowser's Castle 1R/T"", 'N64 Kalimari Desert 2R', '3DS Neo Bowser City R/T', 'N64 Frappe Snowland R', 'DS DK Pass R', 'SNES Rainbow Road'}"
4735,279,Mario (Happi),2,5,0.4,"{'N64 Royal Raceway R', '3DS Rock Rock Mountain', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
4739,279,Daisy (Fairy),2,5,0.4,"{'N64 Koopa Troopa Beach R/T', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
4730,279,Bowser Jr.,2,4,0.5,"{'SNES Mario Circuit 2T', 'N64 Kalimari Desert R/T', ""GBA Bowser's Castle 2R/T"", ""GBA Bowser's Castle 1T""}"
4742,279,White Yoshi,2,4,0.5,"{'SNES Koopa Troopa Beach 2', 'N64 Royal Raceway R/T', 'RMX Mario Circuit 1R', 'RMX Mario Circuit 1'}"
4726,279,Mario (Halloween),2,3,0.6666666666666666,"{""DS Luigi's Mansion R"", 'SNES Mario Circuit 1R', '3DS Mario Circuit T'}"
4740,279,Black Yoshi,2,3,0.6666666666666666,"{'3DS Daisy Hills', 'N64 Choco Mountain T', 'SNES Ghost Valley 1'}"
4732,279,Toad (Party Time),2,2,1.0,"{'3DS Toad Circuit T', 'N64 Kalimari Desert 2T'}"
4733,279,Funky Kong,2,2,1.0,"{'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon R'}"
4737,279,Builder Toadette,2,2,1.0,"{'GBA Cheep-Cheep Island T', 'SNES Rainbow Road T'}"
4749,280,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4745,280,Gold Koopa (Freerunning),2,14,0.14285714285714285,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
4743,280,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
4756,280,Peach (Explorer),2,7,0.2857142857142857,"{'SNES Ghost Valley 1R', 'N64 Choco Mountain T', 'Wii DK Summit', 'N64 Kalimari Desert 2T', 'GCN Dino Dino Jungle R/T', 'N64 Kalimari Desert R/T', 'GCN Dino Dino Jungle T'}"
4744,280,Dixie Kong,2,6,0.3333333333333333,"{'3DS Cheep Cheep Lagoon R', '3DS Daisy Hills', 'N64 Royal Raceway R', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Cheep Cheep Lagoon'}"
4747,280,Baby Peach (Cherub),2,6,0.3333333333333333,"{'RMX Rainbow Road 2T', 'SNES Choco Island 1T', 'GCN Yoshi Circuit R/T', 'N64 Frappe Snowland R/T', 'SNES Donut Plains 1R', '3DS Mario Circuit'}"
4757,280,Daisy (Fairy),2,6,0.3333333333333333,"{'SNES Choco Island 2R', 'RMX Choco Island 2', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
4752,280,Bowser Jr. (Pirate),2,5,0.4,"{'3DS Neo Bowser City', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1T', 'SNES Koopa Troopa Beach 2R', '3DS Cheep Cheep Lagoon R/T'}"
4758,280,Penguin Luigi,2,5,0.4,"{'SNES Koopa Troopa Beach 2T', ""3DS Rosalina's Ice World T"", 'DS DK Pass R/T', '3DS Rock Rock Mountain', 'DS DK Pass R'}"
4751,280,Builder Toadette,2,4,0.5,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', '3DS Rainbow Road T', '3DS Rock Rock Mountain T'}"
4748,280,Cat Toad,2,3,0.6666666666666666,"{'3DS Toad Circuit T', 'MKT Merry Mountain R', ""GBA Bowser's Castle 2R""}"
4750,280,Luigi (Lederhosen),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Choco Mountain', 'N64 Kalimari Desert R'}"
4755,280,Metal Mario,2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', ""GBA Bowser's Castle 2R/T"", 'SNES Rainbow Road'}"
4759,280,White Yoshi,2,3,0.6666666666666666,"{'SNES Mario Circuit 3R/T', 'SNES Mario Circuit 3', '3DS Toad Circuit R'}"
4746,280,Lakitu (Party Time),2,2,1.0,"{'MKT Merry Mountain T', '3DS Rainbow Road R'}"
4753,280,Peach (Halloween),2,2,1.0,"{'SNES Mario Circuit 2T', '3DS Neo Bowser City R/T'}"
4754,280,Fire Rosalina,2,2,1.0,"{'GCN Yoshi Circuit', 'MKT Ninja Hideaway R/T'}"
4768,281,Shy Guy (Ninja),2,22,0.09090909090909091,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4763,281,King Bob-omb (Gold),2,19,0.10526315789473684,"{'N64 Kalimari Desert 2R', 'DS Airship Fortress T', 'RMX Choco Island 2R', 'DS Airship Fortress R/T', 'N64 Choco Mountain T', 'SNES Donut Plains 2R', 'DS Waluigi Pinball T', 'SNES Choco Island 2R/T', 'SNES Donut Plains 2', 'SNES Koopa Troopa Beach 2', 'SNES Ghost Valley 1R', 'DS Airship Fortress', 'RMX Choco Island 2', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'SNES Vanilla Lake 1R/T', 'RMX Rainbow Road 2R', 'RMX Rainbow Road 2T', ""GBA Bowser's Castle 2R/T""}"
4766,281,Baby Peach (Cherub),2,9,0.2222222222222222,"{'SNES Rainbow Road R/T', 'SNES Choco Island 1T', 'SNES Rainbow Road R', 'GCN Yoshi Circuit R/T', 'DS DK Pass T', 'SNES Choco Island 1', 'SNES Mario Circuit 2R/T', 'SNES Donut Plains 1R', 'SNES Choco Island 1R'}"
4762,281,Baby Mario (Koala),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', ""3DS Rosalina's Ice World T"", 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
4764,281,Lakitu (Party Time),2,7,0.2857142857142857,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 1R', 'RMX Rainbow Road 1T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2', 'DS Waluigi Pinball R'}"
4769,281,Mario (Happi),2,7,0.2857142857142857,"{'N64 Royal Raceway R', '3DS Rock Rock Mountain', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', '3DS Rock Rock Mountain R', 'RMX Rainbow Road 1', '3DS Cheep Cheep Lagoon'}"
4773,281,Daisy (Fairy),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach R/T', 'SNES Vanilla Lake 1', 'SNES Vanilla Lake 1R', 'RMX Choco Island 1', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
4775,281,Pauline (Party Time),2,7,0.2857142857142857,"{'N64 Royal Raceway', ""GBA Bowser's Castle 1R/T"", '3DS Neo Bowser City R/T', 'N64 Frappe Snowland R', 'N64 Royal Raceway T', 'DS DK Pass R', 'SNES Rainbow Road'}"
4776,281,White Yoshi,2,7,0.2857142857142857,"{'RMX Mario Circuit 1R', 'DS DK Pass', 'RMX Mario Circuit 1', '3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit R'}"
4772,281,Green Shy Guy,2,6,0.3333333333333333,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R', 'GCN Dino Dino Jungle T', 'Wii Maple Treeway R'}"
4765,281,Bowser Jr.,2,5,0.4,"{'3DS Neo Bowser City', 'SNES Vanilla Lake 1T', 'SNES Mario Circuit 2T', ""GBA Bowser's Castle 1T"", 'N64 Kalimari Desert R/T'}"
4760,281,Mario (Halloween),2,4,0.5,"{""DS Luigi's Mansion R"", 'SNES Mario Circuit 1R', '3DS Mario Circuit T', 'Wii Maple Treeway T'}"
4767,281,Cat Toad,2,4,0.5,"{'3DS Toad Circuit T', 'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', ""GBA Bowser's Castle 2R""}"
4771,281,Builder Toadette,2,4,0.5,"{'SNES Mario Circuit 1R/T', 'SNES Rainbow Road T', '3DS Rainbow Road T', 'DS Waluigi Pinball R/T'}"
4770,281,Luigi (Lederhosen),2,3,0.6666666666666666,"{'SNES Mario Circuit 1T', '3DS Mario Circuit R/T', 'N64 Kalimari Desert R'}"
4774,281,Black Yoshi,2,2,1.0,"{'DS DK Pass R/T', 'SNES Ghost Valley 1'}"
4761,281,Daisy,2,1,2.0,{'3DS Cheep Cheep Lagoon R'}
4786,282,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4782,282,Pink Gold Peach,2,15,0.13333333333333333,"{'N64 Royal Raceway', 'SNES Rainbow Road R/T', 'N64 Choco Mountain', 'SNES Rainbow Road T', 'GCN Yoshi Circuit R/T', 'N64 Royal Raceway R', 'N64 Royal Raceway T', 'RMX Choco Island 1', 'RMX Choco Island 2R', '3DS Mario Circuit', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3T', '3DS Rainbow Road T', 'DS DK Pass T', 'DS Waluigi Pinball R/T'}"
4780,282,Dry Bones (Gold),2,14,0.14285714285714285,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Vanilla Lake 1R/T', 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', ""GBA Bowser's Castle 2R""}"
4792,282,Black Yoshi,2,10,0.2,"{'SNES Donut Plains 1R/T', '3DS Daisy Hills R/T', 'SNES Ghost Valley 1R', '3DS Daisy Hills', '3DS Toad Circuit', '3DS Rock Rock Mountain T', '3DS Daisy Hills T', 'SNES Ghost Valley 1T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T'}"
4777,282,Baby Mario (Koala),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'SNES Mario Circuit 1', 'Wii DK Summit', 'SNES Donut Plains 1T', 'GBA Cheep-Cheep Island', 'GBA Cheep-Cheep Island R', 'MKT Ninja Hideaway R/T'}"
4779,282,Lakitu (Party Time),2,6,0.3333333333333333,"{'SNES Mario Circuit 3R', ""3DS Rosalina's Ice World"", 'RMX Rainbow Road 2R', 'DS Waluigi Pinball', 'MKT Merry Mountain T', '3DS Rainbow Road R'}"
4790,282,Mario (Swimwear),2,6,0.3333333333333333,"{'3DS Cheep Cheep Lagoon R', 'SNES Mario Circuit 3', 'DS Airship Fortress T', 'SNES Mario Circuit 1R', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1T'}"
4784,282,Baby Peach (Cherub),2,5,0.4,"{'SNES Donut Plains 2R/T', 'SNES Choco Island 1T', 'SNES Donut Plains 1R', 'RMX Rainbow Road 2T', 'SNES Choco Island 1R'}"
4788,282,Green Shy Guy,2,5,0.4,"{'N64 Koopa Troopa Beach', 'SNES Donut Plains 1', 'RMX Vanilla Lake 1R', '3DS Shy Guy Bazaar', 'GCN Dino Dino Jungle T'}"
4791,282,Daisy (Fairy),2,5,0.4,"{'N64 Koopa Troopa Beach R/T', 'SNES Vanilla Lake 1R', ""DS Luigi's Mansion R/T"", 'GBA Sunset Wilds R', 'RMX Mario Circuit 1T'}"
4781,282,Bowser Jr.,2,4,0.5,"{'N64 Kalimari Desert R/T', 'SNES Vanilla Lake 1T', '3DS Cheep Cheep Lagoon T', ""GBA Bowser's Castle 1T""}"
4783,282,Cat Toad,2,4,0.5,"{'RMX Choco Island 1R/T', 'MKT Merry Mountain R', 'RMX Vanilla Lake 1T', 'GBA Sunset Wilds R/T'}"
4785,282,Toad (Party Time),2,4,0.5,"{'3DS Toad Circuit R/T', 'SNES Mario Circuit 3R/T', '3DS Toad Circuit R', 'N64 Kalimari Desert 2T'}"
4789,282,Peach (Halloween),2,4,0.5,"{'N64 Frappe Snowland', 'N64 Frappe Snowland R', 'N64 Royal Raceway R/T', 'Wii Maple Treeway T'}"
4778,282,Waluigi (Bus Driver),2,3,0.6666666666666666,"{'DS Waluigi Pinball T', 'N64 Kalimari Desert R', '3DS Mario Circuit T'}"
4787,282,Mario (Happi),2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 1'}"
4793,282,Penguin Luigi,2,2,1.0,"{'DS DK Pass R', 'DS DK Pass'}"
4802,283,Dry Bones (Gold),2,17,0.11764705882352941,"{""GBA Bowser's Castle 2R/T"", 'SNES Ghost Valley 1R/T', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", ""GBA Bowser's Castle 1R"", 'SNES Rainbow Road R', ""GBA Bowser's Castle 2"", ""GBA Bowser's Castle 1"", '3DS Neo Bowser City R/T', 'N64 Kalimari Desert 2R', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', 'SNES Vanilla Lake 1R/T'}"
4797,283,Bowser (Santa),2,16,0.125,"{'DS Waluigi Pinball T', 'N64 Royal Raceway', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain'}"
4804,283,Rosalina (Swimwear),2,14,0.14285714285714285,"{'SNES Rainbow Road R/T', 'N64 Koopa Troopa Beach R/T', 'SNES Choco Island 1T', 'RMX Mario Circuit 1R', 'GCN Yoshi Circuit R/T', '3DS Mario Circuit R/T', 'N64 Koopa Troopa Beach', 'N64 Royal Raceway R', 'N64 Frappe Snowland R', 'N64 Royal Raceway T', '3DS Rainbow Road', 'SNES Donut Plains 1T', 'N64 Choco Mountain T', 'RMX Rainbow Road 1'}"
4800,283,Lakitu (Party Time),2,7,0.2857142857142857,"{'N64 Kalimari Desert', 'SNES Mario Circuit 3R', 'RMX Rainbow Road 2R', 'RMX Rainbow Road 1T', 'DS Waluigi Pinball', 'GCN Yoshi Circuit T', 'SNES Mario Circuit 3T'}"
4799,283,Wario (Cowboy),2,6,0.3333333333333333,"{'3DS Neo Bowser City R', 'N64 Kalimari Desert 2T', 'MKT Ninja Hideaway', ""DS Luigi's Mansion R/T"", 'SNES Donut Plains 1R', ""DS Luigi's Mansion T""}"
4803,283,Funky Kong,2,6,0.3333333333333333,"{'3DS Neo Bowser City', '3DS Cheep Cheep Lagoon R', 'RMX Choco Island 2R', '3DS Rock Rock Mountain R', '3DS Neo Bowser City T', '3DS Cheep Cheep Lagoon'}"
4810,283,Mario (Chef),2,6,0.3333333333333333,"{'SNES Choco Island 2', 'SNES Mario Circuit 3', 'RMX Choco Island 1', '3DS Mario Circuit R', 'SNES Mario Circuit 3R/T', 'Wii DK Summit R'}"
4794,283,Toadette (Explorer),2,5,0.4,"{'3DS Toad Circuit', 'SNES Choco Island 2T', '3DS Daisy Hills R', 'N64 Kalimari Desert R/T', 'RMX Vanilla Lake 1'}"
4805,283,Builder Toadette,2,5,0.4,"{'RMX Choco Island 1R/T', 'SNES Rainbow Road T', 'SNES Ghost Valley 1T', 'MKT Ninja Hideaway T', 'N64 Frappe Snowland T'}"
4808,283,Mario (Racing),2,5,0.4,"{'SNES Mario Circuit 1R', '3DS Mario Circuit', '3DS Mario Circuit T', '3DS Toad Circuit R/T', 'N64 Royal Raceway R/T'}"
4795,283,Baby Mario (Koala),2,4,0.5,"{'N64 Koopa Troopa Beach R', 'GBA Cheep-Cheep Island', ""3DS Rosalina's Ice World T"", 'GCN Dino Dino Jungle R'}"
4796,283,Birdo (Black),2,4,0.5,"{'SNES Donut Plains 2', 'RMX Rainbow Road 2T', 'RMX Vanilla Lake 1T', 'SNES Donut Plains 2R/T'}"
4798,283,Shy Guy (Gold),2,4,0.5,"{'3DS Shy Guy Bazaar R', 'SNES Choco Island 1R', '3DS Shy Guy Bazaar T', 'Wii Maple Treeway R'}"
4801,283,Ice Mario,2,4,0.5,"{'RMX Vanilla Lake 1R', 'SNES Donut Plains 2R', 'SNES Koopa Troopa Beach 2R', 'SNES Mario Circuit 2R/T'}"
4806,283,Wario (Hiker),2,3,0.6666666666666666,"{""DS Luigi's Mansion R"", 'DS DK Pass T', 'DS DK Pass R'}"
4807,283,Builder Mario,2,3,0.6666666666666666,"{'SNES Mario Circuit 1T', ""GBA Bowser's Castle 1T"", 'SNES Choco Island 2R/T'}"
4809,283,Yoshi (Egg Hunt),2,3,0.6666666666666666,"{'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T', 'GCN Yoshi Circuit R'}"
4821,284,Shy Guy (Ninja),2,23,0.08695652173913043,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', '3DS Shy Guy Bazaar R/T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
4813,284,Gold Koopa (Freerunning),2,14,0.14285714285714285,"{'N64 Koopa Troopa Beach R', 'GCN Dino Dino Jungle R', 'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach R/T', 'N64 Koopa Troopa Beach', 'GCN Dino Dino Jungle', '3DS Rainbow Road R/T', 'SNES Mario Circuit 1R/T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon T', 'SNES Donut Plains 1T', 'SNES Mario Circuit 2R/T', '3DS Toad Circuit R/T', 'SNES Choco Island 1R'}"
4811,284,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
4819,284,Cat Toad,2,6,0.3333333333333333,"{'MKT Merry Mountain R', 'N64 Choco Mountain R/T', '3DS Toad Circuit T', 'GBA Cheep-Cheep Island T', 'RMX Vanilla Lake 1T', ""GBA Bowser's Castle 2R""}"
4824,284,Peach (Explorer),2,6,0.3333333333333333,"{'Wii DK Summit', 'N64 Kalimari Desert 2T', 'N64 Royal Raceway T', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GBA Cheep-Cheep Island R'}"
4812,284,Dixie Kong,2,5,0.4,"{'N64 Royal Raceway', '3DS Cheep Cheep Lagoon R', 'N64 Royal Raceway R', 'SNES Donut Plains 1', '3DS Cheep Cheep Lagoon'}"
4814,284,Lakitu (Party Time),2,5,0.4,"{'RMX Rainbow Road 2R', 'MKT Merry Mountain T', ""GBA Bowser's Castle 2T"", 'RMX Rainbow Road 2', 'DS Airship Fortress R/T'}"
4817,284,Dry Bowser (Gold),2,5,0.4,"{'DS Waluigi Pinball T', '3DS Neo Bowser City', 'N64 Kalimari Desert R', ""GBA Bowser's Castle 2R/T"", 'RMX Rainbow Road 1'}"
4816,284,Shy Guy (Gold),2,4,0.5,"{'DS Airship Fortress T', ""GBA Bowser's Castle 1R/T"", 'MKT Ninja Hideaway R/T', '3DS Shy Guy Bazaar'}"
4820,284,Baby Peach (Cherub),2,4,0.5,"{'SNES Donut Plains 1R', '3DS Mario Circuit', 'DS DK Pass T', 'RMX Rainbow Road 2T'}"
4823,284,Daisy (Fairy),2,4,0.5,"{'3DS Rainbow Road', 'SNES Vanilla Lake 1R/T', 'RMX Choco Island 2', 'SNES Choco Island 2R'}"
4826,284,Penguin Luigi,2,4,0.5,"{""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS Waluigi Pinball R/T', 'DS DK Pass R'}"
4827,284,White Yoshi,2,4,0.5,"{'3DS Toad Circuit R', 'N64 Royal Raceway R/T', 'SNES Mario Circuit 3', 'SNES Mario Circuit 3R/T'}"
4818,284,Ice Mario,2,3,0.6666666666666666,"{'SNES Rainbow Road', 'SNES Vanilla Lake 1T', 'SNES Koopa Troopa Beach 2R'}"
4822,284,Yoshi (Egg Hunt),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', '3DS Cheep Cheep Lagoon R/T'}"
4825,284,Black Yoshi,2,3,0.6666666666666666,"{'N64 Choco Mountain', '3DS Rock Rock Mountain T', 'SNES Ghost Valley 1'}"
4815,284,Baby Rosalina (Detective),2,1,2.0,{'N64 Frappe Snowland R'}
4840,285,Shy Guy (Ninja),2,20,0.1,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
